"id","language","last_import_id","title"
"1629999","61435","Tip:Filemaker:14134:9bc247785a93c337f5b5e8c0c3f76e8a","Edd's Thailändische Spezialitäten"
"1632043","61435","Tip:Filemaker:14135:d8f2a593bdfee95c59534f52f15baa3b","Good Friends"
"1682510","61435","Tip:Filemaker:14136:c067c860ffa7130dbf3bf5253d205fd1","Kamala"
"1634431","61435","Tip:Filemaker:14137:5a251722c294f881a3ad1d4533d2a3df","Kien-Du"
"1683030","61435","Tip:Filemaker:14138:37642e96d29b7d9bf5e62921a0e7517d","Lon Men"
"1637193","61435","Tip:Filemaker:14140:96620b352208277e6362253dea2a46bb","Mao Thai"
"1684121","61435","Tip:Filemaker:14141:3080641c9845a807c952e91d0790158b","Ostwind"
"1642109","61435","Tip:Filemaker:14143:3a81ca7e4ba594699332ae9cfcf39115","Sarod's"
"1643936","61435","Tip:Filemaker:14145:6cc08ea4befc66424c877af1cfef59ec","Tai Ji"
"1645079","61435","Tip:Filemaker:14146:2f71e1c24842fc17ad76e029f47c458c","Tuk-Tuk"
"1629001","61435","Tip:Filemaker:14147:e03ed63ea7ab07a6794ae8603e7a2948","Daitokai"
"1641684","61435","Tip:Filemaker:14150:67de967e735e4d5fba82a0033ae4e97a","Sachiko – Sushi Bar"
"1627866","61435","Tip:Filemaker:14154:bad7d4a13d6067d920d6077ac1c0c6ce","Café V"
"1641511","61435","Tip:Filemaker:14158:","Roter Sand"
"1635225","61435","Tip:Filemaker:14162:5dc66ef7f8838daa53f0926d2e343794","L'Escargot"
"1682932","61435","Tip:Filemaker:14163:d06236ac5501f0c8d5fbc7f04fb1dd1e","Le Canard"
"1640702","61435","Tip:Filemaker:14164:bd563e3d975a87d0f7dfc902c1f5a7fd","Renger-Patzsch"
"1680122","61435","Tip:Filemaker:14167:8ad3e3a25f9155966636740a98f7e324","Buonaparte"
"1630046","61435","Tip:Filemaker:14168:554a05d37842a4a3ca9a901daaaaebb1","Eiffel"
"1646008","61435","Tip:Filemaker:14169:17b3688d8b0cb22523c8872407587ac3","Weinrestaurant Perkeo"
"1635847","61435","Tip:Filemaker:14170:7abd70a8d886260e3ba193ec7c262e3d","Le Provençal"
"1683786","61435","Tip:Filemaker:14171:3c961a45f4fe5bbee1eb7e21251c951c","Moustache"
"1685870","61435","Tip:Filemaker:14178:c72b012f9520cd336833e92f507e7341","Taverna Hellas"
"1679564","61435","Tip:Filemaker:14180:3bf8446b1a45d427257ec6e090aec0db","Ano Kato"
"1685956","61435","Tip:Filemaker:14189:4dc4b400ff894c61e7b94843092058c2","Terzo Mondo"
"1645094","61435","Tip:Filemaker:14195:6e22c969ce60c5706e3ba195d20a3520","Udagawa"
"1625019","61435","Tip:Filemaker:14203:facbc2c78b8b9da3da0124e257667944","Baharat"
"1626002","61435","Tip:Filemaker:14205:099e8cc790c01f0ad4103af589df3152","Bier's Kudamm 195"
"2082674","61435","Tip:Filemaker:14209:e1918d97559e209f2069e6138cc334a6","Habibi I"
"1629295","61435","Tip:Filemaker:14210:636c3c9445fdfd010ac74aab8fce5c7d","Hot Dog Laden"
"1634778","61435","Tip:Filemaker:14217:7b69914e64fb8886ae8c1e6210e0397d","Konnopkes Imbiss"
"1684974","61435","Tip:Filemaker:14225:8305eecccbe358f308e1214f1d534fff","Rogacki"
"1628231","61435","Tip:Filemaker:14230:a94f127270fefb4a8647cb2ec0204c1e","Chandra Kumari"
"1683159","61435","Tip:Filemaker:14233:2a65f2ff2034f04db458b00ab133e12e","Maharadscha"
"1683200","61435","Tip:Filemaker:14234:63ebecc07367a961dbdba1befa366e0b","Maharani"
"1630529","61435","Tip:Filemaker:14240:4fad1a15209eedceca68d796a481293a","Ex’n’Pop"
"1629625","61435","Tip:Filemaker:14243:f7de5cb9035029738d25ccfe8943f029","Diener-Tattersall"
"2081731","61435","Tip:Filemaker:14244:b42700c5abcea8f8f2f8d4fce1dd141f","Bar jeder Vernunft"
"1624364","61435","Tip:Filemaker:14245:1b769da080e0c1b3533bd4c1816b488d","Ankerklause"
"1627467","61435","Tip:Filemaker:14249:d94d6d2598b8a47b6a9b4b061b464333","Café M"
"1630974","61435","Tip:Filemaker:14254:2b32eb24454ce261f9b74e0daf2cb3d4","Florian"
"2150938","61435","Tip:Filemaker:14255:9d973d5814b46e4e0c1d104ce02a9e14","Intertank"
"1635055","61435","Tip:Filemaker:14256:432a0d83382e436ce027d41f2a758afb","Kumpelnest 3000"
"1629923","61435","Tip:Filemaker:14257:0c9a19c9cfad5e3fbf3ed248a82f750b","E. & M. Leydicke"
"1645479","61435","Tip:Filemaker:14258:eece7fe3c8e222dbd86083229514101a","Wiener Beisl"
"1632557","61435","Tip:Filemaker:14264:1728179dcafe9dec10e7f49c9ec1e48b","Hamlet"
"1629674","61435","Tip:Filemaker:14265:80e41ec8b54e47d42994102e58547c52","Gasthaus Leonhardt"
"1641049","61435","Tip:Filemaker:14266:6df51bda985c68f6d3b5216b1116b205","Restauration 1900"
"1627807","61435","Tip:Filemaker:14269:8084415a9eee483fb4aeb4f959dfd844","Café Tomasa"
"1629608","61435","Tip:Filemaker:14270:3ab0b7de0547feff94942e85f33cb082","Diekmann"
"1646932","61435","Tip:Filemaker:14273:075bb9c34fac8d12e860497dd8705f4c","Zur kleinen Markthalle"
"1640259","61435","Tip:Filemaker:14274:e5e3e35fa7a6736959c1e3b957ac2e1c","ProbierMahl"
"1646347","61435","Tip:Filemaker:14276:e3df046cd1cf36807484e53eef998ce1","Wirtshaus Hasenheide"
"1786582","61435","Tip:Filemaker:14280:8a185d69f004082b11dac2db3b73a87d","La Cascina"
"1644874","61435","Tip:Filemaker:14281:a174d786f8aa75e592c8adaa915521f7","Trattoria Totò"
"1643207","61435","Tip:Filemaker:14283:f8a488209b15691edd758846ae858b15","Sorriso Ristorante Italiano"
"1639388","61435","Tip:Filemaker:14290:a463acd74fcf2f2a1f808d28d14256ac","Osteria Donath"
"1679376","61435","Tip:Filemaker:14294:eb158e9f2df236ee3d489f8467bf1c2c","Ali Baba"
"1624489","61435","Tip:Filemaker:14296:45990cad236e8a9035754410c9fb6f95","Aroma"
"1625324","61435","Tip:Filemaker:14299:be096141e688e057442988c03bf46dfc","Bar Tolucci"
"1626140","61435","Tip:Filemaker:14302:6d6e2fe9afd80900b46d973f68c69e79","Biscotti"
"1627930","61435","Tip:Filemaker:14307:ef310cfa122dc24b88b7357668183802","Cantamaggio – Vino e Cucina"
"1627913","61435","Tip:Filemaker:14309:062cb16d45dd090b074f500d29816785","Cancún"
"1639898","61435","Tip:Filemaker:14311:3f3d825317106c36b65383a22227fad8","Petrocelli"
"1632125","61435","Tip:Filemaker:14316:80dcea7959656484170434a9d3ffd7bf","Gorgonzola Club"
"1787165","61435","Tip:Filemaker:14317:c7c1dd6e67dd395ced236d9159a36376","Villa del sol"
"1639403","61435","Tip:Filemaker:14323:7ffe566a7e647fc8fad791367fb9a6b1","Osteria No. 1"
"1684284","61435","Tip:Filemaker:14325:d77e1430f03e282a9d1cd7a3b3be7d16","Petite Europe"
"1786863","61435","Tip:Filemaker:14327:b65ec6c1676effe54f68d019ffb4c6f0","San Marino"
"1641827","61435","Tip:Filemaker:14328:7edc2222965c02fd9992f3f0899111d7","Sale e Tabacchi"
"1685677","61435","Tip:Filemaker:14330:cba19dd096e9f06922a68a1e9a1d8ae7","Stella Alpina"
"1644733","61435","Tip:Filemaker:14333:c01e4e6099e4ff86cd62a640749dedac","Trattoria á Muntagnola"
"1646975","61435","Tip:Filemaker:14338:d7c13765c93e96a2613f642407ed8dc7","Zwölf Apostel"
"1684209","61435","Tip:Filemaker:14342:1ebdcfcb43608ca4b63ca791cd5eebb9","Pasta e Basta"
"1628155","61435","Tip:Filemaker:14343:73af4ed85060628e44c645abfbb79f11","Centro Sud"
"1625676","61435","Tip:Filemaker:14351:00ab4f68145070cbbb4f67020a671f70","Bêjte-Ethiopia"
"1646962","61435","Tip:Filemaker:14352:d3b5a4cbc239b3c94cb2cb13960c26ec","Zwiebelfisch"
"1636152","61435","Tip:Filemaker:14354:07bf611f981f00f02cd2afd81c76c901","Linden-Garten"
"1638191","61435","Tip:Filemaker:14357:25c05315e4c02c9f92410274d278db5c","Möve im Felsenkeller"
"1646172","61435","Tip:Filemaker:14359:b17af7740764e4f993e0776192ff6fa5","Wiener Blut"
"1624855","61435","Tip:Filemaker:14365:","b-flat"
"1626016","61435","Tip:Filemaker:14371:490c70137a6a21cbbccd6292df2cace6","Bierhimmel"
"1739785","61435","Tip:Filemaker:14372:6b4fc63340fcee5ac3cfe92e3cae40f1","Die Berliner Republik"
"1679549","61435","Tip:Filemaker:14374:2e365fc9f3f3cb1cf9d01f051f9c8f11","Anita Wronski"
"2082386","61435","Tip:Filemaker:14379:064618f13c1ba3cad5d6b6d8848b596a","Deponie Nr. 3"
"1629401","61435","Tip:Filemaker:14380:5ef64661579824186a6c0c0746ead57e","Dicke Wirtin"
"1624024","61435","Tip:Filemaker:14381:a714ebd2a40b58e03a2f321b36d9b9f4","Altberliner Gasthaus Dicker Engel"
"1629278","61435","Tip:Filemaker:14387:03c22287cd6fd15b26e02f5c67858288","Der goldene Hahn"
"2082820","61435","Tip:Filemaker:14390:c1d6a733735f79e7778a8c209c2ccb56","Irish Harp Pub"
"1646948","61435","Tip:Filemaker:14393:79eb782ecbe52c5fa5b3f7d36a1206bd","Zur weißen Kastanie"
"1683134","61435","Tip:Filemaker:14399:edc1166cc2fd8c9e5ff72d5ca64b4700","Madonna"
"1637888","61435","Tip:Filemaker:14402:2d34b83ee4eecc0ff585f3fba7ff0afa","Metzer Eck"
"2083572","61435","Tip:Filemaker:14407:318bc90f957e4163198641627fa38139","Resonanz"
"1684916","61435","Tip:Filemaker:14408:5ad8086aa685fafe693cf684650d61b0","Robbengatter"
"1642537","61435","Tip:Filemaker:14410:52f538bb661edb91ee0600a48f393f0f","Schwarzes Café"
"1643029","61435","Tip:Filemaker:14411:1f3222c391683d8a21495d653d7865f0","Slumberland"
"1643554","61435","Tip:Filemaker:14415:8f20d342c9ab2c3947e9f0c8d390b6af","Straßenbahn"
"1645410","61435","Tip:Filemaker:14420:7b7d8fdff33ca28fad3977441f784e6f","Verkehrsberuhigte OstZone"
"1645837","61435","Tip:Filemaker:14421:a0b50bd1d121dd4fe35d764ad459a539","Walhalla"
"1646364","61435","Tip:Filemaker:14422:2c959f33a3882c65bda08ee31f89dba6","Wirtshaus Wuppke"
"1646404","61435","Tip:Filemaker:14423:0ac63c3f6044fcd4a97feed30d7735a1","Witwe Bolte"
"1625940","61435","Tip:Filemaker:14426:78dfa51552e2db3401c03862b35ccc9c","Beth-Café"
"1635580","61435","Tip:Filemaker:14431:b9bcec6fe370af4f9f903a1fae492667","Lafil"
"1637842","61435","Tip:Filemaker:14443:21681488461e13fa64c4577923c57567","Mesa"
"1684249","61435","Tip:Filemaker:14449:1ce325de0dbe810c7a4805e8a75555ea","Pasternak"
"1633811","61435","Tip:Filemaker:14451:8c638d18f9309f8075528c24da5e2156","Jolesch"
"1624775","61435","Tip:Filemaker:14453:31f80d97783d4c23d69e8f32b33dc9d9","Austria"
"1636542","61435","Tip:Filemaker:14457:64c22427783a9b2798b12693db6204ab","Louis"
"1639435","61435","Tip:Filemaker:14458:4dd05db56c6ce9e2f077085df6373027","Ottenthal"
"1628051","61435","Tip:Filemaker:14462:90f1fa14397ecc8afd4b4e40c9cb4959","Casa Portuguêsa"
"1680777","61435","Tip:Filemaker:14463:5d7015eb2354821a830254f5166d5b09","Cava-Bar"
"1633767","61435","Tip:Filemaker:14473:ba5cf650e19f8d8b8f3813e1c277e802","Joe Peñas Cantina y Bar"
"1683964","61435","Tip:Filemaker:14482:150829b8b149c36fb9e01e5a03b2db66","Okeh"
"1642170","61435","Tip:Filemaker:14490:6126fea807afd3e0c59e201da1c05f6d","Savigny Eleven"
"1686512","61435","Tip:Filemaker:14491:b66466518e4396ec87a86f68dda44945","Wendel"
"1647005","61435","Tip:Filemaker:14492:c08edae3b7c56edf66226611623da283","Zyankali-Bar"
"1631815","61435","Tip:Filemaker:14506:bf06809488449ff232398efd7a773586","Gasthof Alter Dorfkrug"
"1624435","61435","Tip:Filemaker:14507:21eb60d1dc8a957e9fbcaff980a75c71","April"
"1632362","61435","Tip:Filemaker:14515:e1bb3bcf37e15828bbca0d9595aad40b","Guru"
"1644827","61435","Tip:Filemaker:14518:f890c48cc93f2c199a0235a08f829d29","Trattoria Paparazzi"
"1636572","61435","Tip:Filemaker:14519:22db6901bb329826eb930f18df75fbd4","Louisiana – Kid Creole"
"1633093","61435","Tip:Filemaker:14520:5b48f18ffa4e4d55084692d2cd9404bd","Honigmond"
"1633955","61435","Tip:Filemaker:14521:1d88c8ee322e33f3affbef7c6a99c041","Jungfernmühle"
"1634701","61435","Tip:Filemaker:14524:b22f6021650c1f6a5580c84d2ab899bb","Knofel"
"1699845","61435","Tip:Filemaker:14526:a46a272288c5f60653989650f60b98aa","La Paz"
"1684505","61435","Tip:Filemaker:14533:fcf1adc58179c143c8327fc46a0dbf89","ProMo"
"1640983","61435","Tip:Filemaker:14537:3452505439585e86ec95b481af71e337","Restaurant Weinrot"
"1633127","61435","Tip:Filemaker:14540:be1493a06a7ac382eb6078777e1082ab","Hoppegarten"
"1686594","61435","Tip:Filemaker:14545:dac1093f9dab3817f69f2eab8dcb87a9","Yogi-Haus"
"1629529","61435","Tip:Filemaker:14546:57032b093d1b465ef59297e7b74d29bf","Die Quadriga"
"1630845","61435","Tip:Filemaker:14547:87ec9eebc1755b999c79c9b9d264f0a1","First Floor"
"1632183","61435","Tip:Filemaker:14551:daced145172866eefd769c38d62bd52a","Gourmet Vivaldi Restaurant"
"1633319","61435","Tip:Filemaker:14552:566eff9cbd6582f1d1bb1eabebd898d3","Hugos"
"1639704","61435","Tip:Filemaker:14553:52002f7c616a036520f1e68dc1e70379","Paris-Moskau"
